deck,name,lat,lng,country,state,wordCount,date,link
Iceland’s killer whale society is more fluid than that of their northeast Pacific peers.,"One Ocean, Many Killer Whale Cultures",63.399978,-20.52246,,,,2017-03-01T00:00:00,https://hakaimagazine.com/news/one-ocean-many-killer-whale-cultures/
Shark tourism is big business—but the money doesn’t always go where you’d think.,"In the Bahamas, Sharks Are Worth More Alive than Dead",24.927241,-77.61626,,,,2017-02-28T00:00:00,https://hakaimagazine.com/news/bahamas-sharks-are-worth-more-alive-dead/
"Dutch fisherman Adriaen Coenen’s visual masterpiece chronicled the ocean’s denizens, real and imagined.",A Renaissance Field Guide to Fantastical Fish,,,,,,2017-02-24T00:00:00,https://hakaimagazine.com/news/renaissance-field-guide-fantastical-fish/
"China’s fishers indiscriminately target predators as well as prey, putting different pressures on the ecosystem.",Is China’s Hands-Off Approach to Fisheries Producing More Fish?,29.486229,123.2666,,,,2017-02-23T00:00:00,https://hakaimagazine.com/news/chinas-hands-approach-fisheries-producing-more-fish/
A new “fish bill” could weaken regulations that have helped fisheries recover across the United States.,Proposed Policies Could Make America Overfished Again,,,,,,2017-02-22T00:00:00,https://hakaimagazine.com/news/proposed-policies-could-make-america-overfished-again/
Researchers have developed an algorithm that identifies species by their calls and could help make population estimates.,Caller ID for Dolphins,,,,,,2017-02-16T00:00:00,https://hakaimagazine.com/news/caller-id-dolphins/
Pythons may be setting off a cascade of ecosystem changes.,The Effects of Invasive Pythons Slither through the Everglades,25.382234,-80.81666,,,,2017-02-15T00:00:00,https://hakaimagazine.com/news/effects-invasive-pythons-slither-through-everglades/
The opening of the Arctic Ocean is not a new phenomenon.,Arctic Shipping Traffic Has Been Rising for Decades,74.268305,-102.019,,,,2017-02-13T00:00:00,https://hakaimagazine.com/news/arctic-shipping-traffic-has-been-rising-decades/
Conservation-minded fishermen are doing more damage than they intend.,"For Sharks, Even Catch and Release Can Kill",25.719168,-80.27712,,,,2017-02-09T00:00:00,https://hakaimagazine.com/news/sharks-even-catch-and-release-can-kill/
All those strange sea monster sightings in days of yore? This may be the best explanation yet.,"Hark! A Sea Monster! (Oh, No, Just a Dying Whale)",,,,,,2017-02-08T00:00:00,https://hakaimagazine.com/news/hark-sea-monster-oh-no-just-dying-whale/
"Hawai‘i’s invasive species are scavenging each other’s corpses, sustaining their takeover of the islands.",Hawai‘i Is Being Overrun by Invasive Cannibals,19.896766,-155.5827,,,,2017-02-02T00:00:00,https://hakaimagazine.com/news/hawaii-being-overrun-invasive-cannibals/
"After hundreds of hours of observations, we now know it’s true: breaching humpback whales are yelling.",Why Whales Leap Into the Air,-26.48278,153.10001,,,,2017-02-01T00:00:00,https://hakaimagazine.com/news/why-whales-leap-air/
Snakes’ wide-ranging diet and ability to slither into all manner of habitats lead to unexpected human-wildlife interactions.,Snakes That Swim with Salmon,48.765766,-123.8856,,,,2017-01-30T00:00:00,https://hakaimagazine.com/news/snakes-swim-salmon/
"With the death of Granny, the matriarch of the northeast Pacific’s southern resident killer whales, a century’s worth of knowledge and leadership is lost as well.",What Happens When an Endangered Whale Pod Loses its Wise Old Grandma?,48.322359,-123.0578,,,,2017-01-25T00:00:00,https://hakaimagazine.com/news/what-happens-when-endangered-whale-pod-loses-its-wise-old-grandma/
Canadian scientists are lending support to worried American peers.,Political Suppression of Science: Lessons from Canada,,,,,,2017-01-23T00:00:00,https://hakaimagazine.com/news/political-suppression-science-lessons-canada/
Scientists are using an underwater drone to study a mysterious new sound channel in the Beaufort Sea.,Global Warming Is Changing How the Ocean Carries Sound,72.838629,-143.2728,,,,2017-01-18T00:00:00,https://hakaimagazine.com/news/global-warming-changing-how-ocean-carries-sound/
A heavily-exploited Japanese fish found sanctuary after the 2011 Fukushima earthquake.,Radioactive Refuges,37.701685,141.10642,,,,2017-01-16T00:00:00,https://hakaimagazine.com/news/radioactive-refuges/
"New evidence suggests human presence in a Yukon cave during the last ice age 24,000 years ago.","Archaeological Find Puts Humans in North America 10,000 Years Earlier Than Thought",67.139344,-139.8314,,,,2017-01-13T00:00:00,https://hakaimagazine.com/news/archaeological-find-puts-humans-north-america-10000-years-earlier-thought/
"Selfish daughters, not altruistic grandmothers, could explain the evolution of menopause.",Competition Pressured Killer Whales into Menopause,49.13233,-123.3807,,,,2017-01-12T00:00:00,https://hakaimagazine.com/news/competition-pressured-killer-whales-menopause/
Vast stores of fresh water exist deep beneath the seafloor—but who gets to decide how they’re used?,Tapping the Freshwater Ocean Under the Sea,,,,,,2017-01-11T00:00:00,https://hakaimagazine.com/news/tapping-freshwater-ocean-under-sea/
"A 7,000-year temperature record pulled from ancient coral suggests El Niño is getting worse.",Diving into El Niño’s Past,1.878032,-157.438,,,,2017-01-10T00:00:00,https://hakaimagazine.com/news/diving-el-ninos-past/
Researchers are using historical tracking data and environmental modeling to calculate where blue whales will congregate.,Protecting Blue Whales by Predicting Where They’ll Be,,,,,,2017-01-05T00:00:00,https://hakaimagazine.com/news/protecting-blue-whales-predicting-where-theyll-be/
New research gives a glimpse of the potential long-term consequences of anthropogenic warming.,Greenland Ice Melt Could Push Atlantic Circulation to Collapse,58.688903,-40.7646,,,,2017-01-03T00:00:00,https://hakaimagazine.com/news/greenland-ice-melt-could-push-atlantic-circulation-collapse/
Salmon exposed to oxazepam migrate nearly twice as fast as their unmedicated counterparts.,The Surprising Side Effect of Anti-Anxiety Medication—on Salmon,,,,,,2016-12-29T00:00:00,https://hakaimagazine.com/news/surprising-side-effect-anti-anxiety-medication-salmon/
New research confirms that spotted eagle rays’ prints are unique.,Fingerprinting a Spotted Eagle Ray,,,,,,2016-12-28T00:00:00,https://hakaimagazine.com/news/fingerprinting-spotted-eagle-ray/
"If done carefully, great blue heron habitat and urban development can coexist.",Big Bird in the City,49.270384,-123.1274,,,,2016-12-21T00:00:00,https://hakaimagazine.com/news/big-bird-city/
The vicious cycle driving development on Florida’s most fragile beaches.,Reinforce and Build,26.125895,-80.09092,,,,2016-12-20T00:00:00,https://hakaimagazine.com/news/reinforce-and-build/
"First developed in the 1970s, coral reef transplants are finally proving effective.","Saving a Coral Reef, One Transplant at a Time",-4.331621,55.66162,,,,2016-12-15T00:00:00,https://hakaimagazine.com/news/saving-coral-reef-one-transplant-time/
The increasingly urban birds are carrying salmonella.,Florida’s White Ibises May Be Spreading Disease,26.212166,-81.0344,,,,2016-12-14T00:00:00,https://hakaimagazine.com/news/floridas-white-ibises-may-be-spreading-disease/
A new Canadian research ship will be named after John Franklin—but is that really a good idea?,New CCGS Sir John Franklin Gets Frosty Reception,,,,,,2016-12-13T00:11:00,https://hakaimagazine.com/news/new-ccgs-sir-john-franklin-gets-frosty-reception/
"Jellyfish fisheries are booming, but we still don’t know if they’re a good idea.",Oft-Overlooked Jellyfisheries Are Too Big to Ignore,30.994989,-81.27717,,,,2016-12-08T00:00:00,https://hakaimagazine.com/news/oft-overlooked-jellyfisheries-are-too-big-ignore/
SnotBot got a boost from teen roboticists.,How High Schoolers’ Hacks Fixed a Whale Snot-Collecting Drone,42.688499,-70.85156,,,,2016-12-07T00:00:00,https://hakaimagazine.com/news/how-high-schoolers-hacks-fixed-whale-snot-collecting-drone/
The Pacific warm water “Blob” contributed to a record toxic algae bloom.,Scientists Confirm: “the Blob” Really Messed Up the Northeast Pacific,,,,,,2016-12-06T00:11:00,https://hakaimagazine.com/news/scientists-confirm-blob-really-messed-northeast-pacific/
Nature is fighting sea level rise in its own way.,"“Ghost Forests” Are, Surprisingly, a Sign of Resilience",38.37372,-76.07018,,,,2016-12-01T00:00:00,https://hakaimagazine.com/news/ghost-forests-are-surprisingly-sign-resilience/
Even dead and dying reefs still provide essential habitats for some marine life.,There Is Life on a Dead Coral Reef,9.434033,-82.24005,,,,2016-11-30T00:00:00,https://hakaimagazine.com/news/there-life-dead-coral-reef/
A long-term study shows the subtle hand of natural selection on Argentina’s Magellanic penguins.,Making a More Perfect Penguin,-44.04509,-65.22439,,,,2016-11-29T00:00:00,https://hakaimagazine.com/news/making-more-perfect-penguin/
"Off the coast of Nova Scotia, pilot whales look out for each other.",Pilot Whales Join the Babysitters’ Club,46.390084,-59.97301,,,,2016-11-24T00:00:00,https://hakaimagazine.com/news/pilot-whales-join-babysitters-club/
A new fish trap uses artificial intelligence to target lionfish.,Terminator Redux: Lionfish Edition,,,,,,2016-11-23T00:00:00,https://hakaimagazine.com/news/terminator-redux-lionfish-edition/
Because three superpowers are better than one.,"Glow-in-the-Dark, Inflatable Sharks Can Also Reproduce Asexually",,,,,,2016-11-22T00:05:00,https://hakaimagazine.com/news/glow-dark-inflatable-sharks-can-also-reproduce-asexually/
Biologists are trying to breed a salt- and snail-resistant line of European rice.,Europe’s Race to Save Its Rice,40.702258,0.848582,,,,2016-11-17T00:00:00,https://hakaimagazine.com/news/europes-race-save-its-rice/
A new analysis confirms the protective role played by wetlands.,"During Sandy, Wetlands Averted US $625-Million in Damages",40.580267,-73.85581,,,,2016-11-16T00:00:00,https://hakaimagazine.com/news/during-sandy-wetlands-averted-us-625-million-damages/
"A first of its kind, this marine plant is pollinated by zooplankton and invertebrates.",Scientists Discover an Underwater Pollinator,,,,,,2016-11-15T00:00:00,https://hakaimagazine.com/news/scientists-discover-underwater-pollinator/
Shipbuilding economics and lack of regulations are getting in the way of a quieter ocean.,"Commercial Ships Could Be Quieter, but They Aren’t",,,,,,2016-11-10T00:00:00,https://hakaimagazine.com/news/commercial-ships-could-be-quieter-they-arent/
"Additional early North American societies may have been whale hunters, not just scavengers.",New Research Offers a Wider View on Indigenous North American Whaling,44.203782,-124.3673,,,,2016-11-07T00:00:00,https://hakaimagazine.com/news/new-research-offers-wider-view-indigenous-north-american-whaling/
"Through a new biodiversity survey, the Artificial Reef Society of British Columbia is setting out to show how life takes to an artificial reef.",Life Aboard the Wreck of the HMCS Annapolis,49.452615,-123.3262,,,,2016-11-03T00:00:00,https://hakaimagazine.com/news/life-aboard-wreck-hmcs-annapolis/
"Fishing with mosquito nets is widespread, but potentially less destructive than thought.",New Research Assuages Some Worries About Mosquito Net Fishing,-3.372002,39.967189,,,,2016-11-02T00:00:00,https://hakaimagazine.com/news/new-research-assuages-some-worries-about-mosquito-net-fishing/
"Most historical tide gauges were installed in the northern hemisphere, a legacy that has been skewing scientists’ modern interpretations of sea level rise.",Biased Tide Gauges Mean We’ve Been Systematically Underestimating Sea Level Rise,,,,,,2016-11-01T00:05:00,https://hakaimagazine.com/news/biased-tide-gauges-mean-weve-been-systematically-underestimating-sea-level-rise/
A new study shows that countries that participate in lethal scientific whaling do not produce superior scientific research.,What’s the True Scientific Value of Scientific Whaling?,,,,,,2016-10-27T00:00:00,https://hakaimagazine.com/news/whats-true-scientific-value-scientific-whaling/
"In British Columbia, engineers plan to pump a lake to dodge the effects of drought on a flagging river.",A Pumping Plan to Elude Drought,48.820166,-124.0594,,,,2016-10-26T00:00:00,https://hakaimagazine.com/news/pumping-plan-elude-drought/
The odds world governments will finally agree to establish marine protected areas in the Southern Ocean are looking better than ever.,Is This the Year Governments Protect Antarctica’s Seas?,-75.35312,-174.9715,,,,2016-10-25T00:00:00,https://hakaimagazine.com/news/year-governments-protect-antarcticas-seas/
A baby shark with twice the bite.,Two-Headed Shark Discovered in Spain,36.168073,-4.243799,,,,2016-10-20T00:00:00,https://hakaimagazine.com/news/two-headed-shark-discovered-spain/
"Some seabirds dive into water at astonishing speeds, so why don’t they hurt themselves?",Seabirds’ Death-Defying Dives,,,,,,2016-10-19T00:00:00,https://hakaimagazine.com/news/seabirds-death-defying-dives/
A new study uses environmental DNA to open a genetic window on urban coastlines.,Urbanization Might Give an Unexpected Boost to Biodiversity,47.697477,-122.4467,,,,2016-10-18T00:00:00,https://hakaimagazine.com/news/urbanization-might-give-unexpected-boost-biodiversity/
"Rogue waves are rare in nature, but new research is making them perfectly common.",Making Monster Waves in the Lab,,,,,,2016-10-13T00:00:00,https://hakaimagazine.com/news/making-monster-waves-lab/
Cinema’s classic coastal creature invades North America for an eight-day rampage.,Godzilla’s Island Origin,35.567136,139.91798,,,,2016-10-12T00:00:00,https://hakaimagazine.com/news/godzillas-island-origin/
Two populations of bandicoots show that learning to fear a new predator can take quite some time.,The Timeline of Fear,-41.92133,146.34364,,,,2016-10-11T00:00:00,https://hakaimagazine.com/news/timeline-fear/
The coastal Klallam people had to adapt to an altered ecosystem in the wake of an earthquake and tsunami.,Earthquakes’ Ecological Aftershock,48.138148,-123.4799,,,,2016-10-06T00:00:00,https://hakaimagazine.com/news/earthquakes-ecological-aftershock/
